Company Name,Global Size,Company Rating,Company Ownership Type,Company Age,Est Yearly Revenue
Lowe's,7,3.3,3,102,12
Lowe's,7,3.3,3,77,12
"Lowe's Companies, Inc.",7,3.3,3,102,12
Loyola College in Maryland,5,3.9,1,171,7
LPL Financial,5,3.5,3,55,10
LRW,4,3.6,2,50,7
"LS Power Development, LLC",2,4.3,2,33,6
LSINC Corporation,2,3.8,2,15,4
LTCG,5,2.8,2,27,9
Luckie & Co.,2,3.5,2,70,6
"Lucky Brand Dungarees, Inc.",4,3.9,13,24,8
Lumentum Operations,5,3.5,3,8,9
Lutheran Services Florida,5,3.3,8,41,7
Luxottica,7,3.4,2,62,11
Luxottica Retail,7,3.4,2,62,11
"Lynch Consultants, LLC",1,3.7,2,12,3
Lynker Technologies,2,3.9,2,16,4
Lyondellbasell,7,3.7,3,16,12
LyondellBasell Industries,7,3.7,3,16,12
M&T Bank,7,3.3,3,167,11
M&T Bank Corporation,7,3.3,3,167,11
"M. C. Dean, Inc.",5,3.3,2,74,9
"M.C. Dean, Inc.",5,3.3,2,74,9
"M.C. Dean, Inc.",5,3.4,2,74,9
M/I Homes,5,2.9,3,47,9
Mackin,2,3.4,2,63,4
Macquarie Group,7,3.3,3,54,11
MACRO.CCS,1,4.8,2,34,3
Macy's,7,3.3,3,165,12
"Madison Logic, Inc.",2,3.9,2,18,6
Maestro Technologies,2,5,2,20,3
Magellan Health,7,3.1,3,54,11
Main Line Health,7,3.6,8,38,9
Maine Pointe,2,4.5,2,19,6
Make-A-Wish Foundation of America,5,3.6,8,43,7
Mallinckrodt Pharmaceuticals,5,3.1,3,156,10
Management Consulting & Research,3,3.7,2,46,7
Management Controls,2,4.1,2,34,5
Management Science Associates,4,2.4,2,60,7
"Management Science Associates, Inc.",4,2.4,2,60,7
Management Solutions,5,3.4,2,21,7
Mangan,2,3.6,2,33,5
Manifest Solutions,2,3.8,2,29,3
Manpower Group,7,3.6,3,75,12
ManTech,6,4.2,3,55,9
ManTech International Corporation,6,4.2,3,55,9
Manulife,7,3.7,3,136,5
Marathon Petroleum Corporation,7,3.6,3,136,12
Marcel Media,1,4.6,2,20,3
Marco & Associates,1,4.3,2,13,2
Marcum LLP,5,3.4,2,72,8
Marcus & Millichap,5,3.2,3,52,8
Marin City Health and Wellness Center,1,4.5,8,16,2
Mark Paneth,4,3.8,10,116,7
Mark43,2,4.4,2,11,3
Markel,6,3.3,3,43,11
Markel Corporation,6,3.3,3,43,11
MarkMonitor,4,3.1,13,24,7
"Marlabs, Inc",5,4.4,2,27,7
Marquee Staffing,1,4.7,2,34,4
Mars,7,3.9,2,112,12
Marsh,7,3.5,13,152,9
Marsh & McLennan Companies,7,3.4,3,152,12
"Marsh & McLennan Companies, Inc.",7,3.4,3,152,12
Martin-Brower,7,3.5,13,67,12
Mary Kay,6,3.9,2,60,10
Masco,7,3.8,3,94,11
Mashpoint,2,4.2,2,11,3
Mass General Brigham,7,3.6,8,29,12
Massachusetts General Hospital,7,4.1,7,212,10
Massachusetts Institute of Technology,7,4.4,1,162,10
MassMutual,6,3.7,2,172,12
Mast Global,7,3.8,3,60,12
Mastech Digital,5,4.5,3,37,7
Master Electronics,3,3.4,2,57,7
Master Lock,5,3.5,13,102,8
Mastercard,7,4.1,3,57,11
Match Group,5,2.8,2,25,7
Mathematica Policy Research,5,3.5,2,37,7
MathWorks,6,4.3,2,39,9
Matlen Silver,3,3.4,2,43,6
Matrix Resources,3,4.2,2,40,7
Maven Wave Partners,3,4.5,2,15,6
Maveric NXT Inc,5,3.7,2,23,9
MAXIMUS,7,3,3,48,10
"Maximus, Inc.",7,3,3,48,10
MaxisIT,3,3.4,2,19,4
"Maxonic, Inc.",2,4.5,2,21,5
"Maxor National Pharmacy Services, LLC",3,4.2,2,57,6
Mayfield Dairy Farms,5,2.4,13,33,7
"Mayvin, Inc.",2,4.7,2,15,2
McAfee,6,3.5,2,36,12
McAfee,6,3.6,2,36,12
McDermott,7,3.4,3,100,11
McDermott Will & Emery,4,3.9,2,89,9
McDonald's Corporation,7,3.5,3,68,12
McGaw.io,1,4.4,2,9,2
McGrath Systems,1,3.7,2,18,4
McKesson,7,3.4,3,190,12
McKinstry,5,3.5,2,63,8
McLane Global,2,4,2,68,7
MD Anderson Cancer Center,7,4.4,7,82,10
"MDB, Inc.",1,4.2,2,23,3
MDC Research,3,2.6,2,45,4
MDLIVE Inc,3,4.1,2,14,6
MDSL,4,3.8,2,28,7
MDSL,4,3.9,2,28,7
MeadWestVaco,7,3.2,3,8,12
Medallia,5,3.9,3,22,7
MedCost LLC,3,3,3,39,5
MEDecision,3,2.6,13,35,6
MediaMath,4,3.6,2,16,7
Mediaocean,4,4,2,56,7
Medica,5,3.8,8,32,6
Medical Mutual,5,3.5,8,78,9
Medical Mutual of Ohio,5,3.5,8,78,9
Medidata Solutions,5,4.3,3,24,8
Medifast,4,3,3,43,8
MedImpact,5,2.5,2,34,4
Medix,3,3.5,2,22,7
Medline Industries,7,3.3,2,57,12
Medline Industries,7,3.4,2,57,12
Medpace,5,2.7,3,31,7
MedPOINT Management,1,3,2,27,3
MedPro Group,4,3.2,13,124,9
MedSeek,2,2.6,2,27,5
Medtronic Inc.,7,3.7,3,74,12
Mei Inc,3,3.9,2,31,7
Members Choice Credit Union,2,3,9,82,8
Memorial Sloan-Kettering,7,3.9,8,139,10
"Mental Health Systems, Inc",4,2.9,8,45,6
Mentor Graphics,6,4.2,3,42,9
Mercer,7,3.4,13,78,10
Merck,7,3.9,3,132,12
Merck KGaA,7,4,3,355,12
Mercury Insurance Group,5,3.4,3,62,10
Mercy Health Services,5,3.7,7,149,7
"Meridian Technologies, Inc.",2,4,2,27,5
Meriplex Communications,2,3.6,2,22,3
Meriter Health Services,5,3.7,8,36,8
Mesirow Financial,4,3.7,2,86,7
Messer North America,6,3.9,2,125,9
"MetaSense, Inc.",1,4.5,2,24,2
Metasys Technologies,3,4.8,2,23,5
"Metasys Technologies, Inc.",3,4.8,2,23,5
Metro Systems,3,4,2,18,5
Metro Systems Inc,3,4,2,18,5
Metrolink,3,2.4,6,32,5
"Metron, Inc.",3,3.4,2,41,5
Metroplus Health Plan,5,2.7,8,38,10
Metropolitan Family Services,3,3.2,2,166,6
Metropolitan Jewish Health System,5,3.2,8,117,9
Metropolitan Washington Council of Governments,2,4.2,8,66,5
Mettler-Toledo,7,3.7,3,27,10
MGA Entertainment Inc,5,3.6,2,43,7
MHC Healthcare,3,2.5,8,66,5
Michigan Health Plan,7,3.3,3,39,12
Michigan Health Plan,5,2.8,2,50,9
Micro Focus,7,3.3,3,47,10
Microchip Technology,7,3.9,3,34,10
Micro-Data Systems Inc.,2,4.2,2,31,4
"Micro-Data Systems, Inc.",2,4.2,2,31,4
Micron Technology,7,3.5,3,45,12
Microsoft,7,4.3,3,48,12
Microsoft Corporation,7,4.3,3,48,12
Midan Marketing,1,3,2,19,2
Midcom,2,3.5,2,44,4
Midland Credit Management,5,3.4,13,70,9
Milestone Technologies Inc.,5,3.2,2,26,7
"MILESTONE Technologies, Inc",5,3.2,2,26,7
"Milestone Technologies, Inc.",5,3.2,2,26,7
Millennium Engineering & Integration Company,4,4,2,28,7
Millennium Partners,2,5,2,32,2
Milliman,5,3.8,2,76,9
Mills College,3,3.7,1,171,6
Mind Over Machines,2,3.7,10,34,4
Mindfinders,2,3.6,2,22,4
Mindlance,5,3.9,2,24,7
Mindteck,5,3.3,3,32,6
Mindteck US,5,3.3,3,32,6
Mindtree Limited,7,3.8,3,24,8
Mission Essential,5,3.8,2,19,7
MIT,7,4.4,1,162,10
Mitchell International,5,3,2,77,7
"Mitchell International, Inc.",5,3,2,77,7
Mitchell Martin,4,4.1,2,39,7
MITRE,6,3.3,8,65,9
MMC Group,4,3.1,2,30,6
Mobisoft Infotech LLC,3,3.9,2,14,2
Modis,6,3.2,13,29,8
Molex,7,3.1,2,85,10
Molina Healthcare,7,3.1,3,43,12
Molson Coors,7,3.8,3,249,10
Molson Coors Brewing Company,7,3.8,3,249,10
Momentum Resource Solutions,2,3.7,4,25,4
Mondelez International,7,3.8,3,11,12
Mondo,2,3.8,2,23,7
Mondo,2,3.9,2,23,7
Money Management International,3,3.9,8,65,6
Money Map Press,2,2.9,2,16,5
MoneyGram International,5,3,3,83,9
Montefiore Medical,7,3.7,8,139,10
"Montrose Environmental Group, Inc.",5,2.5,2,11,7
Moody's,7,3.6,3,123,10
Moody's Analytics,6,3.4,3,15,9
Moog,7,4.2,3,72,10
Morgan Borszcz Consulting,2,3.7,2,20,4
"Morgan Business Consulting, LLC",2,3.7,2,20,4
Morgan Stanley,7,3.8,3,88,12
Morningstar,6,4,3,39,9
Morningstar,6,4.1,3,39,9
Morris Heights Health Center,3,2.4,2,42,6
Morton Salt,5,2.1,13,113,9
Mosaic Sales Solutions,6,3.4,2,76,8
Moseley Technical Services,2,4.3,4,29,5
Moss Adams,5,3.5,2,110,8
MoTek Technologies,1,3.1,2,14,2
Motiv Power Systems,2,4.6,2,14,3
Motorola Solutions,7,3.7,3,95,11
Mott MacDonald,7,3.7,2,34,9
Mount Sinai Health System,7,3.4,7,10,9
Mount Sinai Medical Center,5,3.1,8,77,8
MountainSeed Appraisal Management LLC,2,4.2,2,17,4
Moxie,3,3,2,23,6
Mphasis Limited,7,3.3,3,31,9
Mphasis Limited,2,3,2,29,7
Mr. Cooper,6,3.3,3,29,11
MSC Industrial Supply,6,3,3,82,10
MUFG,7,3.1,3,159,12
Mumba Technologies,1,3.3,2,13,2
Munich Re,6,3.7,3,143,12
Municipal Credit Union,4,2.7,8,107,6
"Murata Electronics North America, Inc.",5,3.6,13,50,7
MUREX,5,4.3,2,37,8
Murphy Oil,5,2.8,3,116,11
MV Public Transportation,7,2.8,2,48,9
My Supply Chain Group,2,4,2,15,5
Myers and Stauffer,4,3.5,3,46,7
Mylan Inc.,7,3.6,3,62,11
MyLife.com,1,3.1,2,21,4
N.F. Smith & Associates,3,4.1,2,39,9
NACE International,2,2.9,8,80,5
NAGRA (Kudelski Group),5,3.5,3,72,8
NAGRA Kudelski Group,5,3.5,3,72,8
Narwal,2,5,3,5,4
Nasdaq,5,3.6,3,52,10
Natera,4,4,3,19,7
National Aeronautics and Space Administration,7,4.5,6,65,12
National Capitol Contracting (NCC),2,3.2,2,21,4
National Education Association,4,3.5,8,166,7
National Education Partners,3,4.6,2,4,7
National Express,7,3,3,51,12
National General Insurance,6,3,3,84,10
National Grid (UK),7,3.6,3,33,11
National Grid USA,7,3.6,3,33,11
National Instruments Corporation,6,3.5,3,47,9
National Jewish Health,5,2.8,8,124,7
National Kidney Foundation,2,3.2,8,59,5
National Notary Association,3,3,2,66,5
National Oilwell Varco,7,3.4,3,182,12
National Software Management,3,4,2,14,7
National University,5,2.5,1,52,7
Nationwide,7,3.6,2,98,12
Nationwide Childrens Hospital,7,3.7,8,131,9
Nationwide Children's Hospital,7,3.8,8,131,9
Nationwide Children's Hospital,7,3.7,8,131,9
Native American Rehabilitation Association (NARA),2,3.9,8,53,4
Natus Medical,5,2.8,3,34,7
Nautilus Insurance Group,3,3.4,13,38,7
Navient,6,3.3,3,9,10
Navigant Consulting,6,3.2,2,27,8
Navitus,3,3.9,2,20,4
NBC Universal,7,3.8,3,117,12
NBCUniversal,7,3.8,3,117,12
NCH Corporation,6,3.3,2,104,9
NCR,7,3.4,3,139,11
NCR Corporation,7,3.4,3,139,11
NCSOFT,5,3,3,26,12
Neapco,5,3.3,2,99,8
NECCO,4,4.2,3,27,6
Neighborhood Centers,4,1.9,2,12,2
Neiman Marcus,7,3.3,2,116,11
Nemours,5,3.7,8,83,9
Nemours Children's Health System,5,3.7,8,83,9
NEPC,3,3.2,2,37,7
"Nesco Resource, LLC",5,2.9,2,67,8
Net at Work,2,2.5,2,27,6
"Net Health Systems, Inc.",4,3.7,2,30,6
Net Pay Advance Inc,1,5,2,16,3
Net2Source,5,3.2,2,16,7
Net2Source Inc.,5,3.2,2,16,7
NetApp,7,3.9,3,31,11
neteffects,2,4.1,2,28,5
Netflix,5,3.9,3,26,11
Netflix,5,4,3,26,11
"Netflix, Inc.",5,3.9,3,26,11
"Netflix, Inc.",5,4,3,26,11
NetImpact Strategies,3,3.9,2,14,6
"Netpace, Inc",2,3.9,2,27,4
"Netpace, Inc.",2,3.9,2,27,4
"Netrix, LLC",3,3.5,2,34,7
Netsync,2,3.7,2,21,7
Netsync Network Solutions,2,3.7,2,21,7
Neuberger Berman,5,3.7,2,84,8
Neuberger Berman,5,3.5,2,84,8
Neurocrine Biosciences,4,4.3,3,31,8
NeuroLogica,2,2.6,2,19,6
Neustar,5,3.7,2,27,8
Nevro,4,3.8,3,17,7
New American Funding,5,3.5,2,20,12
New Balance,6,3.7,2,117,10
New Meridian Corporation,1,1.8,2,33,2
New Relic,5,4.6,3,15,7
"New Resources Consulting, LLC",3,3.1,2,36,4
New York Blood Center,5,2.8,8,59,7
New York Life Insurance Co,7,3.6,2,178,12
New York Life Insurance Co,7,3.5,2,178,12
New York Technology Partners,2,4,2,24,4
New York Times,5,3.8,3,127,9
"NewAgeSys, Inc.",3,3.7,2,29,4
Newegg,5,2.7,2,23,10
Newport Group,5,3.6,2,38,6
NewRez,5,3.6,3,5,8
NewtonX,1,4.1,2,6,4
Newtopia Inc,2,3.4,2,15,3
"Next Level Business Services, Inc.",6,4.4,2,16,7
"Next Level Business Services, Inc.",6,4.5,2,16,7
Next Phase Solutions and Services,2,3.6,2,13,4
NEXT Trucking,2,4,2,8,6
NextGen Global Resources,4,4.3,13,14,7
NextGen Global Resources LLC,4,4.3,13,14,7
NextNav,2,3.4,2,16,4
"NextXap, Inc.",4,1.6,2,20,4
Nexus IT Group,1,4.5,2,13,2
NexusTek,3,2.9,2,27,7
NFF Inc,2,4.9,2,27,5
NFP,6,3.8,2,25,9
Niagara Conservation,2,3.1,2,46,7
"Nichols & Company, CPAs",2,4.1,10,82,3
Nielsen,7,3.6,3,100,11
Nihon Kohden,3,4.1,2,44,7
Nike,7,4.1,3,51,12
Nikola Motor Company,3,4.6,3,9,1
NiSource,6,3.3,3,36,10
Nitel,2,3.4,2,26,6
Nitel,2,3.1,2,26,6
NJF Global Holdings,2,4.2,2,20,4
NJVC,5,2.8,2,22,7
Noah Consulting,2,4.4,2,15,5
"Noah Consulting, Inc.",2,4.4,2,15,5
Noblis,5,4,8,27,7
Nokia,7,4.1,3,158,12
Nolij Consulting,2,3.9,3,11,2
NORC at the University of Chicago,5,3,8,82,7
NORC at the University of Chicago,5,3.1,8,82,7
Nordstrom,7,3.6,3,122,12
Norgate Technology Inc,2,3.3,2,30,4
North American Bancard LLC,5,2.7,2,31,5
North American Corporation,3,2.7,2,104,7
North Central Texas Council of Governments,3,2.6,8,57,4
North Highland,5,3,2,31,7
Northern Trust,7,3.7,3,134,10
Northrop Grumman,7,3.8,3,84,12
Northwell health,7,4,8,26,12
Northwestern Medicine,6,3.9,7,58,7
Northwestern Memorial Healthcare,6,3.9,7,58,7
Northwestern Mutual,6,3.8,2,166,12
NortonLifeLock,5,3.7,3,4,10
Norwin Technologies,2,2.9,2,15,6
Novalink Solutions LLC,2,4.4,2,20,3
Novant Health,7,4,8,42,10
Novetta,4,4.5,2,11,7
"NP Corporate Services, LLC",5,2.3,2,57,7
NPD,5,3.8,2,57,7
NRG,6,3.5,3,31,12
NRG Energy,6,3.5,3,31,12
NT Concepts,4,3.3,2,25,7
nTech Solutions,3,4.7,2,18,4
NTT DATA,7,3.4,3,56,12
NTT DATA Corporation,7,3.4,3,56,12
NTT DATA Services,7,3.4,3,56,12
Nucleusteq,3,5,2,5,4
Numerator,5,3.9,2,19,7
NuORDER,2,3.3,2,12,4
NuVasive,5,3.7,3,26,9
Nuveen,5,3.2,2,125,9
Nuveen,5,3.3,2,125,9
NuWest Group,2,4.2,2,33,5
NVIDIA,7,4.6,3,30,11
NXP Semiconductors,7,3.7,3,17,11
NxStage,5,3.5,3,25,8
NxT Level,1,5,2,6,2
Nyansa,1,3.9,2,10,2
NYSTEC,2,3.8,8,27,5
NYSTEC,3,3.8,8,27,5
NYU Langone,7,4.1,7,182,11
NYU Langone,7,4,7,182,11
NYU Langone Health,7,4.1,7,182,11
NYU Langone Health,7,4,7,182,11
O2 Technologies,4,3.1,2,18,6
"o9 Solutions, Inc.",4,3.4,2,14,6
Oaktree Capital Management,4,3.4,3,28,9
Oasis Systems,5,3.8,2,26,7
"Oasis Systems, LLC",5,3.8,2,26,7
"Object Technology Solutions, Inc.",2,4,2,24,5
ObjectWin Technology Inc,2,4.1,2,26,5
OBXtek,4,3.4,2,14,6
Oceanit,2,3.8,2,38,5
Octo Consulting Group,4,3.9,2,17,6
Odesus,2,3.8,2,22,3
Odyssey Information Services,3,4.4,2,23,5
Odyssey Systems,4,3.9,2,26,7
OhioGuidestone,5,2.8,8,159,6
Okaya Corp,2,3.9,2,17,3
Old World Industries,3,3.1,2,50,9
"Oldcastle, Inc.",7,2.7,3,45,12
Ole Mexican Foods,4,2.5,2,36,7
Oliver Wyman,5,4.4,13,39,9
Olmstead Associates,1,4,2,29,4
Oloop Technology Solutions,2,4.8,2,12,3
Olympus Property,3,4.6,2,31,10
OmniSYS,3,3.4,2,35,4
ON Semiconductor,7,3.6,3,24,11
On-Board Companies,5,3.4,2,47,5
One Call,5,3.2,2,30,8
One Call,5,3.3,2,30,8
ONE Gas,5,3.6,3,9,9
One Jeanswear Group,4,2,2,30,8
One Legacy,3,2.4,8,46,2
OneSource Virtual,4,4.2,2,15,7
OneSpan,4,4.1,3,32,7
OneWire,1,4,2,16,2
Ongig,1,4.8,2,12,1
OnPrem Solutions Partners,3,4.3,2,10,4
Onyx CenterSource,3,3.6,2,10,6
"Onyx Government Services,LLC",2,4.5,2,17,4
ooma,3,3.6,3,19,7
OpenArc,2,3.6,2,13,4
Opendoor,4,3.5,2,9,10
OpenLogix Corporation,2,4.8,2,17,4
"OPENTECH ALLIANCE, INC.",2,3.5,2,20,4
Opinion Dynamics,2,4.2,2,36,4
Optima Global Solutions,1,3.9,2,22,2
Optum,7,3.5,3,46,12
Optum,7,3.6,3,46,12
Optym,2,4.1,2,23,4
Oracle,7,3.6,3,46,12
"OraSure Technologies, Inc.",3,3.2,3,23,7
"Orbis, Inc.",3,4.9,2,23,4
Oregon Child Development Coalition,3,3.1,8,52,5
O'Reilly Automotive,7,3.1,3,66,11
Origami Risk,3,4.6,2,14,6
ORIX USA,4,3.6,3,42,7
Orlando Utilities Commission,5,2.9,6,100,8
Orora,6,3.2,3,159,10
ORS Partners,2,4,2,11,4
OrthoCarolina,4,3.6,2,18,7
Oscar Health,5,3.7,2,11,10
OSF Healthcare System,7,3.9,8,146,10
OSI Engineering,2,4.5,2,13,5
Otsuka America Pharmaceutical,5,3.6,2,34,6
Otto Environmental Systems,3,3.8,3,35,7
Ovative Group,2,4.3,2,14,4
"OverDrive, Inc.",3,4.3,3,37,7
Oxford Global Resources,4,3.5,13,39,7
Oxford Solutions,1,3.2,2,25,4
P.F. Chang's,7,3.4,2,30,9
PA Consulting,5,3.3,2,80,7
Pacific Clinics,4,2.9,8,97,6
Pacific Gas And Electric Company,7,3.3,3,118,12
Pacific Life,5,3.7,2,155,11
Pacific Premier,5,2.9,3,40,12
Pacific Western Bank,5,3.5,13,21,12
Pacific Western Bank,5,3.6,13,21,12
Paladin Consulting Inc,4,3.6,2,40,7
Pall,7,3.4,13,77,10
Palo Alto Networks,6,3.3,3,18,10
Palo Alto Networks Inc.,6,3.3,3,18,10
Pan Asia Resources,2,3.3,2,20,3
"Pandora Media, Inc.",5,3.5,3,23,8
Panduit,5,3.2,2,68,9
Pangea Money Transfer,1,4.3,2,11,2
Papa John's,7,3.3,3,39,9
Paragon Space Development Corporation,2,4.1,2,30,3
Paramount Pictures,5,3.8,13,111,7
Paramount Software Solutions,2,4.3,2,26,4
"Paramount Software Solutions, Inc",2,4.3,2,26,4
Pareto Systems,1,4.3,2,11,2
Parexel,7,2.6,2,41,10
Paris Baguette,5,2.7,2,37,6
Park Hudson International,1,3.8,2,21,5
Park Place Technologies,5,3.7,2,32,7
Parkland,6,3.6,7,129,8
Parkland Health & Hospital System,6,3.6,7,129,8
Parkland Health and Hospital System,6,3.6,7,129,8
Parkland Health and Hospital System,6,3.5,7,129,8
Parsons Corporation,7,3.6,3,79,10
Partners in Health,7,3.2,8,36,7
Parts Town,4,3.6,2,36,7
PATH,5,3.9,8,46,7
Patient Advocate Foundation,2,2.7,8,27,6
Pattern Energy Group,3,3.8,3,14,7
"Patterson Companies, Inc.",6,3.7,3,146,11
"Paul Davis Restoration, Inc.",5,3.9,5,57,8
Paul Hastings,5,3.7,2,72,6
"Paul, Weiss, Rifkind, Wharton & Garrison",5,3.5,2,77,7
Payability,1,4.3,2,10,1
Paycom,5,4.5,3,25,8
Payfactors,3,4.6,2,10,4
Paylocity,5,4.2,3,26,7
Paymentus,4,3.7,2,19,7
Payoneer,5,4.2,2,18,7
PayPal,7,3.9,3,25,12
Payroc,4,4.3,2,20,7
Payspan,2,4.1,2,38,5
PCI,3,3.4,2,31,4
PDS Tech Inc,6,3.8,2,46,7
"PDS Tech, Inc.",6,3.8,2,46,7
PEAK Technical Staffing USA,2,3.9,2,55,6
Peak Vista Community Health Centers,4,2.2,8,52,6
PEAK6 Investments,5,2.9,2,26,7
Peapod,5,3,13,34,8
Peloton Group,2,3.9,2,13,5
Penn Medicine,7,3.9,7,30,11
Penn National Gaming,7,3.1,3,52,10
"Penn National Gaming, Inc.",7,3.1,3,52,10
Pennsylvania Real Estate Investment Trust,3,3.1,3,63,7
PennyMac,5,3.4,3,15,8
PennyMac,5,3.5,3,15,8
"People, Technology & Processes",1,3.9,2,13,3
Peopleforce INC,1,3.6,2,10,4
PeopleReady,6,3.4,13,34,6
People's United Bank,5,3.2,3,181,9
Pep Boys,7,2.8,2,102,9
PepsiCo,7,3.7,3,58,12
Peraton Corporation,5,3.5,2,6,9
Perfect Search Media,1,4.2,2,13,2
Perficient,5,3.6,3,25,8
Perkinelmer,7,3.2,3,86,10
PETCO,7,2.9,2,58,10
Peterson Technology Partners,3,4.1,4,26,5
Peterson Technology Partners,3,4.2,4,26,5
PetroChoice,4,2.7,2,54,8
PetSmart,7,3.2,2,37,11
Peyton Resource Group,1,3.9,2,22,4
Peyton Resource Group (PRG),1,4,2,22,4
Peyton Resource Group (PRG),1,3.9,2,22,4
Pfizer,7,4.1,3,174,12
PFSweb,5,3.2,3,29,7
Pharmaceutical Product Development,7,3.7,3,38,10
Pharmavite,5,3.6,2,52,9
Philadelphia 76ers,3,3.5,13,77,2
Philadelphia Gas Works,5,3.9,9,187,8
Philips,7,3.7,3,132,12
Phillips 66,7,3.9,3,11,12
Phoenix Children's Hospital,5,3.9,8,40,8
Photon Infotech,5,3,2,24,7
"Phunware, Inc",2,3.2,3,14,5
Phusion Projects,2,3.6,2,18,2
Pierce Washington,1,4.7,2,18,3
PIH Health,6,3.7,8,64,9
PIH Health,6,3.6,8,64,9
Pilkington North America,5,3.5,13,37,4
Pilot Flying J,7,3.1,2,65,12
PineBridge Investments,4,3.7,2,13,7
Pinnacle Partners,5,3.9,3,23,8
"Pinnacle Technical Resources, Inc.",6,3.4,2,27,7
Pinnacle West,6,3.4,3,38,10
Pinterest,5,4.1,3,13,7
Pionear,3,3.2,2,22,2
Pionear Recruiting,3,3.2,2,22,2
"Piper Companies, LLC",2,3.9,2,12,4
PK,5,3.6,2,19,7
PlaceIQ,2,3.4,2,13,4
Plains All American Pipeline,6,3.6,3,25,12
PlainsCapital,5,3.6,3,35,8
Planet Fitness,7,3.4,3,31,4
Planned Parenthood Mar Monte,4,3.1,8,107,7
Planned Systems International,4,4.4,2,35,7
Plante Moran,5,3.9,2,99,8
Platinum Resource Group,1,4.5,2,15,2
"PLAYSTUDIOS, Inc.",3,3.4,2,12,7
PLUMMER,2,4,2,45,4
Plymouth Rock Assurance,5,3.4,2,41,4
Plymouth Rock Assurance,5,3.5,2,41,4
PNC Financial Services Group,7,3.4,3,178,12
Popular,6,3.8,3,44,9
Popular Bank,5,3.3,13,32,7
Porsche,7,4.2,3,92,12
Porter-Leath,4,3.7,8,173,5
Poshmark,3,4.8,2,12,7
PotomacWave Consulting,3,4.5,2,16,6
Power Costs Inc,3,3.4,2,31,4
POWER Engineers,5,4.1,2,47,7
Power Integrations,4,3.8,3,35,7
PowerSchool,5,3.3,2,26,7
Powersolv,1,4.8,2,28,4
Powertek,2,3.7,2,22,5
PPD,7,3.7,3,38,10
PPL,7,2.4,3,103,11
PRA Health Sciences,7,3.7,3,47,7
Practising Law Institute,3,3.4,8,90,6
Praescient Analytics,2,3.1,2,12,4
Praetorian,2,4.7,2,13,4
Precision technologies corp,3,4.2,2,15,4
Precision technologies corp,3,4.3,2,15,4
Preformed Line Products,5,3.2,3,76,7
Preformed Line Products Company,5,3.3,3,76,7
Premier Research Group Limited,5,3.2,2,27,7
Premier Trailer Leasing,2,4.5,2,18,7
"Premier, Inc.",5,3,3,56,9
Presbyterian Healthcare Services,7,3.3,8,115,10
PrideStaff,6,4.1,2,45,7
PrimCorp,1,4.2,2,12,2
"PRIME AE Group, Inc.",3,2.5,2,16,6
Prime Healthcare,7,2.8,2,22,10
Prime Healthcare Services,7,2.8,2,22,10
Prime Therapeutics LLC,5,3,2,36,10
PrimeLending,5,3.7,2,37,7
Primera Engineers,3,3.5,2,36,5
Primex Plastics,5,3,13,58,7
"PRIMUS Global Services Inc.,",4,3.7,2,21,4
"PRIMUS Global Services, Inc",4,3.7,2,21,4
Primus Software Corp,2,3.4,2,27,5
Principal Financial Group,7,3.6,3,144,12
Principle Group,1,1,7,8,1
Procede Software,2,3.4,2,22,4
Procter & Gamble,7,4.1,3,186,12
Proctorio,2,5,2,10,3
Production Resource Group,5,3.1,2,28,7
Productive Edge,2,4.1,2,15,4
Professional Enrollment Concepts,1,3.3,2,12,2
Professional Plastics,3,3.9,2,39,7
Professional Staffing Group,2,3.9,2,27,5
Progenity,4,3.5,2,12,5
Progressive Insurance,7,3.8,3,86,12
Progressive Leasing,5,4.5,3,24,10
Project Farma,2,4.5,2,10,4
Prolim Global,3,3.3,2,18,5
PROLIM Global Corporation,3,3.3,2,18,5
ProMedica,7,3.2,8,37,8
Proofpoint,5,3.8,3,21,7
ProPharma Group,5,3,2,22,6
"ProSciento, Inc.",2,3,2,20,5
Pro-Sphere Tek,3,3.3,2,17,6
Prosum,3,4,2,27,5
Protection Strategies Inc,2,3.5,2,25,4
Protingent,2,4.4,2,22,5
Protingent Staffing,2,4.4,2,22,5
Protiviti,5,4.1,3,21,9
Proudfoot,2,2.9,13,77,6
Providence Health & Services,7,3.4,8,168,7
Prudent Technologies & Consulting,2,4.7,2,25,5
Prudent Technologies and Consulting,2,4.2,2,25,5
Prudential,7,3.6,3,148,12
Prutech Solutions,3,3.6,2,25,5
Prutech Solutions,3,3.8,2,25,5
"PruTech Solutions, Inc.",3,3.8,2,25,5
PSCU,5,3.7,2,46,7
pSemi,4,3.7,2,33,7
PSG Global Solutions,5,3.9,2,14,5
PSI Pax,2,4.1,4,18,4
PTC,6,3.7,3,38,9
"PTC Therapeutics, Inc.",4,3,3,25,7
Public Consulting Group,5,2.9,2,37,7
"Public Consulting Group, Inc.",2,4.2,10,36,4
"Public Health Foundation Enterprises, In",5,3.3,8,55,6
Public Storage,6,3.4,3,51,10
Publicis Groupe,7,3.4,3,97,11
Publicis Worldwide,7,3.4,3,97,11
PubNub,2,4.1,2,12,4
PulsePoint,2,4.4,2,12,7
PURE Group of Insurance Companies,4,4.2,2,17,9
pureIntegration,2,3.4,2,19,4
Pushnami,1,4.6,2,6,5
PwC,7,3.8,2,25,11
Pyramid,2,4.2,2,28,4
