Company Name,Company Rating,Global Size,Company Rating,Company Ownership Type,Company Rating,Company Age,Company Rating,Est Yearly Revenue
FHLB of Dallas,3.1,3,3.1,2,3.1,91,3.1,7
FHLBank Pittsburgh,3.8,3,3.8,2,3.8,91,3.8,9
FICO,3.6,5,3.6,3,3.6,67,3.6,8
Fidelity Investments,4,7,4,2,4,77,4,12
Fidelity National Financial,3.6,7,3.6,3,3.6,176,3.6,11
Fifth Third,3.4,7,3.4,3,3.4,34,3.4,11
Fifth Third Bank,3.4,7,3.4,3,3.4,34,3.4,11
Finance of America Reverse,3.2,2,3.2,13,3.2,20,3.2,4
Financial Additions,4.6,1,4.6,2,4.6,24,4.6,3
Financial Recovery Technologies,4.4,2,4.4,2,4.4,15,4.4,5
Finastra,3.2,7,3.2,2,3.2,6,3.2,10
FINRA,3.5,5,3.5,8,3.5,16,3.5,8
FINRA,3.4,5,3.4,8,3.4,16,3.4,8
First American Bank,3.2,4,3.2,2,3.2,50,3.2,7
First American Financial Corporation,3.4,7,3.4,3,3.4,134,3.4,11
First American Payment Systems,3.3,5,3.3,2,3.3,33,3.3,8
FIRST CHOICE COMMUNITY HEALTHCARE,2.2,3,2.2,6,2.2,51,2.2,5
First Derivatives,3.1,5,3.1,3,3.1,27,3.1,8
First Derivatives plc,3.1,5,3.1,3,3.1,27,3.1,8
First Health Group,3.2,7,3.2,2,3.2,170,3.2,12
First Horizon,3.5,6,3.5,13,3.5,159,3.5,9
First National Bank of Omaha,4,5,4,2,4,166,4,9
First Professional Services,5,2,5,13,5,5,5,2
First Quality Enterprises Inc,4.4,5,4.4,2,4.4,35,4.4,10
First Republic Bank,3.7,5,3.7,3,3.7,38,3.7,12
First Tech Federal Credit Union,3.3,5,3.3,2,3.3,71,3.3,7
FirstAmerica,3.1,7,3.1,2,3.1,28,3.1,11
FIS,3.6,7,3.6,3,3.6,55,3.6,12
Fiserv,3.1,7,3.1,3,3.1,39,3.1,12
Fish & Richardson,3.4,4,3.4,2,3.4,145,3.4,7
Fivesky,4.7,2,4.7,2,4.7,11,4.7,5
FJA-US Inc.,2.8,2,2.8,13,2.8,29,2.8,5
FLAGSTAR BANK,3.3,5,3.3,3,3.3,36,3.3,8
FLEETCOR,3.8,6,3.8,3,3.8,23,3.8,10
FleetPride,3,5,3,2,3,24,3,9
Flex,3.8,7,3.8,3,3.8,54,3.8,12
Flexport,3.5,5,3.5,2,3.5,10,3.5,8
Flexton,4,2,4,2,4,16,4,4
Flock Freight,4.2,2,4.2,2,4.2,8,4.2,5
Florida Blue,3.3,7,3.3,8,3.3,79,3.3,12
Florida East Coast Railway,2.8,4,2.8,13,2.8,62,2.8,7
Flow Data,3.8,1,3.8,2,3.8,26,3.8,4
FMS Inc.,2.7,2,2.7,2,2.7,30,2.7,4
Focal Systems,3.8,1,3.8,2,3.8,8,3.8,2
Focal Systems,3.9,1,3.9,2,3.9,8,3.9,2
Focus Management Group,2.2,3,2.2,2,2.2,22,2.2,5
Fooda,3.4,3,3.4,2,3.4,12,3.4,1
Foot Locker,3.6,7,3.6,3,3.6,49,3.6,11
Ford Motor Company,3.9,7,3.9,3,3.9,120,3.9,12
Forfeiture Support Associates,2.8,5,2.8,2,2.8,19,2.8,6
ForgeRock,3.9,4,3.9,2,3.9,13,3.9,6
Formlabs,3.5,3,3.5,2,3.5,12,3.5,5
Formosa Plastics Corp.,3.5,5,3.5,13,3.5,45,3.5,9
"Formosa Plastics Corporation, U.S.A.",3.5,5,3.5,13,3.5,45,3.5,9
Fortinet,4.5,7,4.5,3,4.5,23,4.5,10
Forum One,3.5,2,3.5,2,3.5,27,3.5,4
Forward Air,2.6,5,2.6,3,2.6,42,2.6,8
Foundation for California Community Colleges,3.5,3,3.5,8,3.5,25,3.5,5
Four Hands,4.1,3,4.1,2,4.1,27,4.1,7
Fourth Technologies,4.1,2,4.1,2,4.1,36,4.1,3
"Fourth Technologies, Inc",4.1,2,4.1,2,4.1,36,4.1,3
Fox Chase Cancer Center,4,5,4,8,4,49,4,7
Fragomen Worldwide,3.2,5,3.2,2,3.2,72,3.2,8
Franciscan Health,3.5,7,3.5,8,3.5,148,3.5,10
Franklin Energy,3.5,5,3.5,2,3.5,29,3.5,6
Franklin Templeton,3.8,6,3.8,3,3.8,76,3.8,11
Franklin Templeton Investments,3.8,6,3.8,3,3.8,76,3.8,11
Fred Hutch,3.9,5,3.9,8,3.9,48,3.9,7
FREEDOM CONSULTING GROUP,4.4,2,4.4,2,4.4,19,4.4,4
Freedom Financial Network,3.5,5,3.5,2,3.5,21,3.5,8
Freedom Mortgage,4.3,5,4.3,2,4.3,33,4.3,9
Freedom Mortgage,4.2,5,4.2,2,4.2,33,4.2,9
Freese & Nichols Inc,4.1,4,4.1,2,4.1,129,4.1,7
Freese and Nichols,4.1,4,4.1,2,4.1,129,4.1,7
Freestar,4.9,1,4.9,2,4.9,7,4.9,5
Fremont Bank,2.8,4,2.8,2,2.8,59,2.8,9
Frontend Arts,4.5,1,4.5,2,4.5,10,4.5,2
Frontier Communications,2.4,7,2.4,3,2.4,88,2.4,11
Frontier Technology Inc.,4.1,3,4.1,2,4.1,38,4.1,7
Frontline Source Group,4.6,2,4.6,2,4.6,19,4.6,6
FTI Consulting,3.7,5,3.7,3,3.7,41,3.7,10
Fujitsu,3.3,7,3.3,3,3.3,88,3.3,11
fulcrum worldwide,3.3,4,3.3,2,3.3,24,3.3,5
G&A Partners,4.6,3,4.6,2,4.6,28,4.6,8
G.A.S. Global,3,7,3,2,3,53,3,7
"G2 Ops, Inc.",4.7,2,4.7,2,4.7,10,4.7,4
G2 Secure Staff,2.8,5,2.8,2,2.8,18,2.8,9
"Gaea Global Technologies, Inc.",4,2,4,2,4,16,4,2
Gafcon,3.1,2,3.1,2,3.1,36,3.1,5
GAINSCO,3.9,4,3.9,3,3.9,45,3.9,7
Gallagher,3.2,7,3.2,3,3.2,96,3.2,10
Galorath Inc.,3.8,2,3.8,2,3.8,44,3.8,4
Gambit Technologies,4.3,1,4.3,2,4.3,19,4.3,3
Gambit Technologies Inc,4.3,1,4.3,2,4.3,19,4.3,3
Gannett Fleming,4.2,5,4.2,2,4.2,108,4.2,7
GAP Solutions Inc,3.6,4,3.6,2,3.6,24,3.6,5
GAP Solutions Inc,3.4,4,3.4,2,3.4,24,3.4,5
GAP Solutions Inc. (GAPSI),3.6,4,3.6,2,3.6,24,3.6,5
GardaWorld - Security Services US,2.9,7,2.9,2,2.9,28,2.9,10
Gartner,3.6,7,3.6,3,3.6,44,3.6,10
Garver,4.4,4,4.4,10,4.4,104,4.4,7
GasPedal,3.5,1,3.5,2,3.5,16,3.5,3
Gate Staffing LLC,2.8,1,2.8,12,2.8,13,2.8,2
GavinHeath,4.8,1,4.8,2,4.8,8,4.8,2
GBQ Partners,4.3,2,4.3,10,4.3,70,4.3,5
GBS Group,4.4,1,4.4,2,4.4,23,4.4,2
GCI,3.7,5,3.7,3,3.7,44,3.7,8
GDKN,3.2,3,3.2,2,3.2,30,3.2,3
GEICO,3.3,7,3.3,13,3.3,87,3.3,12
Geisinger,3.5,7,3.5,8,3.5,108,3.5,8
Gemalto,3.3,7,3.3,3,3.3,17,3.3,10
Genalyte,2.6,2,2.6,2,2.6,16,2.6,3
"GenapSys, Inc.",3.8,2,3.8,2,3.8,13,3.8,1
Genentech,4,7,4,13,4,47,4,12
Generac Power Systems,2.5,5,2.5,3,2.5,64,2.5,10
General Dynamics,3.5,7,3.5,3,3.5,71,3.5,12
General Dynamics Information Technology,3.5,7,3.5,13,3.5,27,3.5,12
General Dynamics Mission Systems,3.6,7,3.6,13,3.6,71,3.6,10
"General Growth Properties, Inc.",3.9,5,3.9,13,3.9,37,3.9,10
General Motors,3.6,7,3.6,3,3.6,115,3.6,12
Generations Federal Credit Union,2.9,3,2.9,8,2.9,83,2.9,4
Genesis10,4,5,4,2,4,24,4,7
"GENESYS Consulting Services, Inc.",4.2,2,4.2,2,4.2,36,4.2,3
Genex Services,2.8,5,2.8,2,2.8,45,2.8,6
Genomatica,4.2,2,4.2,2,4.2,23,4.2,5
Genpact,3.6,7,3.6,3,3.6,26,3.6,10
Genpact,3.5,7,3.5,3,3.5,26,3.5,10
Genuent,3.5,3,3.5,2,3.5,17,3.5,7
"Genuent Global, LLC",3.5,3,3.5,2,3.5,17,3.5,7
"Genuent Global, LLC",3.6,3,3.6,2,3.6,17,3.6,7
Genzeon,3.5,2,3.5,2,3.5,13,3.5,2
geoAMPS,3.2,1,3.2,2,3.2,11,3.2,2
GeoDigital,2.4,2,2.4,2,2.4,18,2.4,5
George Washington University,3.8,5,3.8,1,3.8,202,3.8,9
Georgia Tech Research Institute,3.6,5,3.6,13,3.6,80,3.6,7
Georgia-Pacific,3.4,6,3.4,13,3.4,95,3.4,12
GHX,2.8,4,2.8,13,2.8,86,2.8,7
Gibson Dunn & Crutcher,4.1,5,4.1,2,4.1,153,4.1,7
Gigya,3.6,3,3.6,2,3.6,17,3.6,4
Gilead Sciences,3.4,7,3.4,3,3.4,36,3.4,12
Giving Assistant,4.8,1,4.8,2,4.8,9,4.8,4
Giving Assistant,4.8,2,4.8,2,4.8,9,4.8,4
Global Data Management,4.5,2,4.5,2,4.5,15,4.5,3
Global Data Management Inc,4.5,2,4.5,2,4.5,15,4.5,3
Global Foundries,3.2,7,3.2,2,3.2,14,3.2,10
Global Healthcare Exchange,3.7,4,3.7,2,3.7,23,3.7,4
Global Partners LP,3.3,5,3.3,3,3.3,90,3.3,12
Global Payments,3.1,7,3.1,3,3.1,56,3.1,10
Global Payments Inc.,3.1,7,3.1,3,3.1,56,3.1,10
"Global Technical Talent, LLC",3.6,4,3.6,2,3.6,24,3.6,5
GLOBALFOUNDRIES,3.3,7,3.3,2,3.3,14,3.3,10
Globus Medical,2.5,5,2.5,3,2.5,20,2.5,8
Gloo,3.9,2,3.9,2,3.9,10,3.9,2
Glossier,3.1,3,3.1,2,3.1,9,3.1,7
GlynnDevins,3.5,3,3.5,2,3.5,36,3.5,5
GM Financial,3,6,3,3,3,31,3,11
Gnostech,4.9,2,4.9,2,4.9,42,4.9,3
GNS Healthcare,2.9,2,2.9,2,2.9,23,2.9,4
GNY Insurance Companies,3.7,3,3.7,2,3.7,109,3.7,7
GoAhead Solutions,4.9,1,4.9,2,4.9,22,4.9,4
GoExpedi,3.2,2,3.2,2,3.2,6,3.2,5
Golder,3.3,6,3.3,2,3.3,63,3.3,8
Goldman Sachs,4,7,4,3,4,154,4,12
Gooch and Housego,3,4,3,3,3,76,3,7
Goodwill,3.1,5,3.1,8,3.1,92,3.1,6
Google,4.4,7,4.4,3,4.4,25,4.4,12
Gordon Flesch Company,3.1,4,3.1,2,3.1,67,3.1,7
"Government Acquisitions, Inc.",3.5,2,3.5,2,3.5,34,3.5,6
Govplace,3.9,2,3.9,2,3.9,28,3.9,7
Grady Health System,3.6,6,3.6,8,3.6,131,3.6,9
Grainger,3.6,7,3.6,3,3.6,96,3.6,12
Grand Circle LLC,2.6,4,2.6,2,2.6,65,2.6,8
Grange Insurance (Columbus),4.1,5,4.1,2,4.1,88,4.1,9
Grant Thornton,3.7,6,3.7,2,3.7,99,3.7,9
Graphic Packaging,3.1,7,3.1,3,3.1,28,3.1,10
"Graphic Packaging International, Inc.",3.1,7,3.1,3,3.1,28,3.1,10
Gravity IT Resources,5,1,5,2,5,9,5,1
Great American - P&C Group,3.9,6,3.9,13,3.9,151,3.9,10
Green Dot,3.5,5,3.5,3,3.5,24,3.5,9
Greenphire,3.6,3,3.6,2,3.6,15,3.6,6
Greif,3.8,7,3.8,3,3.8,146,3.8,10
Greystar,3.8,7,3.8,2,3.8,30,3.8,7
Grid Dynamics,3.9,5,3.9,2,3.9,17,3.9,6
Griffith Foods,3.8,5,3.8,2,3.8,104,3.8,8
Grifols,3.2,7,3.2,3,3.2,114,3.2,10
"Groundwater & Environmental Services, Inc.",2.7,4,2.7,2,2.7,38,2.7,6
Group O,3.1,5,3.1,2,3.1,49,3.1,8
GroupBy Inc.,3.2,2,3.2,2,3.2,11,3.2,4
"GroupBy, Inc",3.2,2,3.2,2,3.2,11,3.2,4
Grubhub,3.8,5,3.8,3,3.8,19,3.8,7
GSK,3.9,7,3.9,3,3.9,193,3.9,12
"GStek, Inc.",3.2,3,3.2,2,3.2,31,3.2,4
GTN Technical Staffing,4,3,4,2,4,23,4,5
GTS Technology Solutions,3.7,2,3.7,2,3.7,39,3.7,7
Guarantee Electrical,4.3,4,4.3,2,4.3,78,4.3,7
Guaranteed Rate,3.7,6,3.7,2,3.7,23,3.7,8
Guaranteed Rate,3.8,6,3.8,2,3.8,23,3.8,8
Guardian Equipment Inc.,2.6,2,2.6,2,2.6,48,2.6,5
Guess?,3.3,7,3.3,3,3.3,42,3.3,10
Guild Mortgage,3.3,5,3.3,2,3.3,63,3.3,12
Gulf Interstate Engineering,3.7,3,3.7,2,3.7,60,3.7,7
Gulf States Toyota,4.3,5,4.3,2,4.3,54,4.3,7
Gurucul,3,2,3,2,3,13,3,4
Guy Carpenter,3.4,5,3.4,13,3.4,101,3.4,7
H E B,4.3,7,4.3,2,4.3,118,4.3,12
H&R Block,3.6,7,3.6,3,3.6,68,3.6,10
H.B. Fuller,3.4,5,3.4,3,3.4,136,3.4,10
H5,4,3,4,2,4,24,4,5
"Halcyon Solutions, Inc.",3.3,2,3.3,2,3.3,31,3.3,4
"Haley & Aldrich, Inc",3.8,4,3.8,2,3.8,66,3.8,7
Halfaker and Associates,4.1,3,4.1,2,4.1,17,4.1,4
Halliburton,3.5,7,3.5,3,3.5,104,3.5,12
Hampton University,2.5,5,2.5,1,2.5,155,2.5,7
Hanes Brands,3,7,3,3,3,18,3,11
Hanesbrands,3,7,3,3,3,18,3,11
Hanger,3.3,5,3.3,3,3.3,162,3.3,9
Hanwha Techwin America,3.1,6,3.1,2,3.1,71,3.1,12
Harbor Freight Tools,3.4,7,3.4,2,3.4,46,3.4,10
Harbor Freight Tools,3.5,7,3.5,2,3.5,46,3.5,10
"HarborOne Bancorp, Inc.",3.7,3,3.7,2,3.7,106,3.7,6
HarborOne Bank,3.7,3,3.7,2,3.7,106,3.7,6
Hardies Fruit & Vegetable Company,3.7,3,3.7,2,3.7,80,3.7,7
Harland Clarke,3.5,5,3.5,13,3.5,149,3.5,8
Harnham,4.1,2,4.1,2,4.1,17,4.1,5
Harris & Harris,2.9,4,2.9,2,2.9,55,2.9,6
Harris Computer,4.2,6,4.2,13,4.2,47,4.2,8
Harris Computer,4.3,6,4.3,13,4.3,47,4.3,8
Harris County,3.2,6,3.2,6,3.2,57,3.2,7
Harris County,3.4,6,3.4,6,3.4,57,3.4,7
Harris County Appraisal District,2.2,4,2.2,6,2.2,43,2.2,6
Harris Health System,3.2,6,3.2,6,3.2,57,3.2,7
Harris Health System,3.4,6,3.4,6,3.4,57,3.4,7
"Harry and David, LLC",3.4,4,3.4,3,3.4,89,3.4,7
Harvard Bioscience,3,3,3,3,3,122,3,7
Hawaiian Airlines,3.2,6,3.2,3,3.2,94,3.2,10
Hawker Pacific Aerospace,3.1,3,3.1,13,3.1,21,3.1,5
Hayward Industries,3.6,5,3.6,2,3.6,98,3.6,8
Hazelcast,4,2,4,2,4,11,4,4
HBO Max,3.6,5,3.6,13,3.6,51,3.6,11
HCL America Inc,3.5,7,3.5,3,3.5,32,3.5,11
HCL America Inc.,3.5,7,3.5,3,3.5,32,3.5,11
HCL Technologies,3.5,7,3.5,3,3.5,32,3.5,11
HCL Technologies Ltd.,3.5,7,3.5,3,3.5,32,3.5,11
HCSS,4.2,3,4.2,2,4.2,37,4.2,6
HD Supply,2.6,7,2.6,3,2.6,16,2.6,11
HD Supply,2.7,7,2.7,3,2.7,16,2.7,11
"HDR, Inc.",3.8,7,3.8,2,3.8,106,3.8,9
Headspring,4.4,2,4.4,2,4.4,22,4.4,4
Headstorm (Dallas/Addison),5,2,5,2,5,9,5,4
Health & Hospital Corporation,3.4,5,3.4,2,3.4,72,3.4,7
Health Alliance Plan of Michigan,2.8,5,2.8,2,2.8,50,2.8,9
Health Choice,2.1,4,2.1,2,2.1,33,2.1,5
Health Plan of San Joaquin,2.2,3,2.2,8,2.2,27,2.2,8
Health Services Advisory Group,2.7,3,2.7,2,2.7,44,2.7,6
Health Services Advisory Group,2.8,3,2.8,2,2.8,44,2.8,6
"Health Services Advisory Group, Inc.",2.8,3,2.8,2,2.8,44,2.8,6
HealthCare Support Staffing,3.5,2,3.5,2,3.5,21,3.5,6
"HealthEquity, Inc.",4,5,4,3,4,22,4,7
HealthHelp,2.5,3,2.5,13,2.5,24,2.5,6
Healthline Media,3.5,3,3.5,2,3.5,17,3.5,6
HealthStream,3,4,3,3,3,33,3,7
Heartland Alliance,3.1,5,3.1,8,3.1,135,3.1,4
Heartland Business Systems,3.5,4,3.5,2,3.5,29,3.5,7
Heartland Payment Systems,2.9,5,2.9,13,2.9,26,2.9,10
"Heartland Payment Systems, Inc.",2.9,5,2.9,13,2.9,26,2.9,10
Heidrick & Struggles,3.8,5,3.8,3,3.8,70,3.8,8
Hellas Construction,2.5,4,2.5,2,2.5,20,2.5,7
Hellmann Worldwide Logistics,2.8,4,2.8,2,2.8,35,2.8,7
"Hellmann Worldwide Logistics, Inc.",2.8,4,2.8,2,2.8,35,2.8,7
Hendrick Automotive Group,3.6,7,3.6,2,3.6,47,3.6,12
Hepco,4.2,3,4.2,2,4.2,50,4.2,4
Hexacorp,3.4,2,3.4,2,3.4,22,3.4,3
HexaCorp LLC,3.4,2,3.4,2,3.4,22,3.4,3
Hexagon PPM,3.6,5,3.6,3,3.6,31,3.6,8
Hexion,3.3,5,3.3,2,3.3,124,3.3,10
Hexion Inc.,3.3,5,3.3,2,3.3,124,3.3,10
HGS Digital,3.8,3,3.8,2,3.8,20,3.8,2
HIIG Service Company,2.5,3,2.5,2,2.5,16,2.5,8
Hikma Pharmaceuticals,3.3,6,3.3,3,3.3,45,3.3,10
Hikma Pharmaceuticals USA Inc.,3.3,6,3.3,3,3.3,45,3.3,10
Hilltop Holdings,2.9,5,2.9,3,2.9,25,2.9,9
"Hilltop Holdings, Inc.",2.9,5,2.9,3,2.9,25,2.9,9
HIMSS,2.9,3,2.9,8,2.9,62,2.9,6
Hinge Health,4.4,3,4.4,2,4.4,9,4.4,6
Hired By Matrix,4.4,3,4.4,2,4.4,37,4.4,4
HireNetworks,4.5,1,4.5,2,4.5,22,4.5,2
HireTalent,4.5,3,4.5,2,4.5,26,4.5,5
Hi-Tek Professionals,4.6,2,4.6,2,4.6,37,4.6,5
HMS Health Management Systems,3.8,5,3.8,3,3.8,49,3.8,8
HMS Holdings,3.8,5,3.8,3,3.8,49,3.8,8
HNI,3.4,6,3.4,3,3.4,79,3.4,10
HNTB,3.5,5,3.5,2,3.5,109,3.5,7
Ho Chunk,2.8,3,2.8,2,2.8,28,2.8,7
Hobsons,3.4,3,3.4,2,3.4,49,3.4,6
Hologic,3.7,6,3.7,3,3.7,38,3.7,10
Holonis,3.8,2,3.8,2,3.8,13,3.8,4
Home Depot,3.6,7,3.6,3,3.6,45,3.6,12
Home Depot,3.6,7,3.6,13,3.6,29,3.6,9
HomeBridge Financial Services,3.1,5,3.1,2,3.1,34,3.1,12
Honda,3.8,7,3.8,3,3.8,75,3.8,12
Honey,4.4,3,4.4,13,4.4,11,4.4,7
Honeywell,3.8,7,3.8,3,3.8,138,3.8,12
Honeywell,3.7,7,3.7,3,3.7,138,3.7,12
Horace Mann,3.4,5,3.4,3,3.4,78,3.4,9
Horizon Blue Cross Blue Shield of New Jersey,3.6,5,3.6,8,3.6,91,3.6,12
Horizon Corp,3.5,6,3.5,13,3.5,159,3.5,9
Horizontal,3.9,4,3.9,2,3.9,20,3.9,7
Horizontal Talent,3.9,4,3.9,2,3.9,20,3.9,7
Horn Solutions Inc.,4.2,1,4.2,2,4.2,15,4.2,6
Hornblower Cruises and Events,3.3,5,3.3,2,3.3,43,3.3,8
Horne LLP,3.1,4,3.1,2,3.1,61,3.1,6
Hospice of the Valley (AZ),3.9,5,3.9,3,3.9,46,3.9,7
Houlihan Lokey,4.1,5,4.1,3,4.1,51,4.1,8
Houston Baptist University,3.1,3,3.1,1,3.1,63,3.1,6
HOUSTON COMMUNITY COLLEGE SYSTEM,3.7,5,3.7,1,3.7,52,3.7,6
Houston-Galveston Area Council,2.5,2,2.5,6,2.5,57,2.5,7
Howell Instruments,3.7,2,3.7,2,3.7,72,3.7,4
HP Hood,3.3,5,3.3,2,3.3,177,3.3,9
HSBC,3.7,7,3.7,3,3.7,158,3.7,12
Hub Group,2.8,5,2.8,3,2.8,52,2.8,10
HUB International,3.5,7,3.5,2,3.5,25,3.5,9
Hubbell,3,7,3,3,3,135,3,10
Hulu,3.8,5,3.8,2,3.8,16,3.8,9
Human Solutions Inc,4.4,5,4.4,2,4.4,26,4.4,6
Humana,3.6,7,3.6,3,3.6,62,3.6,12
HumCap Inc.,4.6,1,4.6,2,4.6,22,4.6,2
"HumCap, Inc.",4.6,1,4.6,2,4.6,22,4.6,2
Hungryroot,5,1,5,2,5,8,5,5
Huntington Bancshares Inc,3.5,7,3.5,3,3.5,157,3.5,12
Huntington Ingalls Industries,3.7,7,3.7,3,3.7,12,3.7,11
Huntington National Bank,3.5,7,3.5,3,3.5,157,3.5,12
Hurley Palmer Flatt,4.2,3,4.2,2,4.2,55,4.2,5
Huron Consulting Group,3.8,5,3.8,3,3.8,21,3.8,8
Hussmann,3.8,6,3.8,2,3.8,117,3.8,9
Huxley,3.3,3,3.3,2,3.3,28,3.3,5
HYDE ENGINEERING + CONSULTING,3.4,3,3.4,2,3.4,30,3.4,5
Hydromax USA,2.8,3,2.8,2,2.8,20,2.8,5
Hylant,3.7,4,3.7,2,3.7,88,3.7,7
Hy-Vee,3.5,7,3.5,2,3.5,93,3.5,11
Ian Martin Group,4.2,3,4.2,2,4.2,66,4.2,7
IAT Insurance Group,4.6,4,4.6,2,4.6,32,4.6,9
IBC Bank,2.6,5,2.6,3,2.6,57,2.6,8
IBERDROLA,3.9,7,3.9,3,3.9,183,3.9,12
IBG LLC,4.3,3,4.3,2,4.3,33,4.3,7
IBM,3.9,7,3.9,3,3.9,112,3.9,12
IBM Corporation,3.7,7,3.7,3,3.7,112,3.7,12
IBTCI,2.9,2,2.9,2,2.9,36,2.9,2
ICF,3.5,6,3.5,3,3.5,24,3.5,9
ICI Services,2.9,3,2.9,2,2.9,24,2.9,6
ICON,3.3,7,3.3,3,3.3,33,3.3,8
Icon Consultants,3.8,5,3.8,2,3.8,25,3.8,7
Icon Media Direct,3.7,2,3.7,2,3.7,23,3.7,3
"Icon Media Direct, Inc.",3.7,2,3.7,2,3.7,23,3.7,3
ICONMA,3.6,5,3.6,2,3.6,23,3.6,7
"Iconma, L.L.C.",3.6,5,3.6,2,3.6,23,3.6,7
"ICONMA, LLC",3.6,5,3.6,2,3.6,23,3.6,7
ICW Group,3.3,4,3.3,2,3.3,51,3.3,8
ICW Group,3.2,4,3.2,2,3.2,51,3.2,8
IDC Tech,3.8,5,3.8,2,3.8,20,3.8,7
IDC Technologies,3.8,5,3.8,2,3.8,20,3.8,7
IDEA Public Schools,3.3,5,3.3,11,3.3,23,3.3,7
IDEA Public Schools,3.2,5,3.2,11,3.2,23,3.2,7
Ideal Source,5,1,5,2,5,18,5,1
Idealab,4,4,4,2,4,17,4,7
"IDR, Inc.",4.2,3,4.2,2,4.2,25,4.2,5
IEEE,3.2,5,3.2,8,3.2,60,3.2,7
IFG Project Resourcing,2.6,4,2.6,13,2.6,17,2.6,6
Ignite Fueling Innovation,3.8,2,3.8,2,3.8,22,3.8,4
IGNW,4.9,3,4.9,2,4.9,8,4.9,5
iHeartMedia,3.2,7,3.2,3,3.2,51,3.2,11
iHeartRadio,3.2,7,3.2,3,3.2,51,3.2,11
IHS Markit,3.5,7,3.5,3,3.5,7,3.5,10
IHS Markit,3.6,7,3.6,3,3.6,7,3.6,10
"IIT, Inc",4.6,3,4.6,2,4.6,28,4.6,5
iland Internet Solutions Corporation,3.7,2,3.7,2,3.7,28,3.7,5
Illumina,3.9,6,3.9,3,3.9,25,3.9,10
Imagine One,4.5,3,4.5,2,4.5,25,4.5,5
Imagine Software,3.9,2,3.9,2,3.9,30,3.9,4
Imaginuity,3.3,2,3.3,2,3.3,26,3.3,7
iManage,4.1,4,4.1,2,4.1,8,4.1,7
Imetris Corporation,4.2,1,4.2,2,4.2,23,4.2,1
"Impaq International, Llc",3.4,3,3.4,2,3.4,22,3.4,6
Imperva,3.4,5,3.4,2,3.4,21,3.4,7
INC Research,3.2,7,3.2,3,3.2,6,3.2,9
Incedo Inc,3.4,5,3.4,2,3.4,11,3.4,7
InComm,3.1,5,3.1,2,3.1,31,3.1,8
InComm,3,5,3,2,3,31,3,8
InCyte,3.3,4,3.3,3,3.3,32,3.3,7
Indeed,3.7,7,3.7,2,3.7,19,3.7,10
Independent Health Association,3.6,4,3.6,8,3.6,43,3.6,9
Indotronix International Corporation,3.9,4,3.9,2,3.9,37,3.9,6
"INDUS Technology, Inc.",2.9,3,2.9,2,2.9,19,2.9,5
Infinite Computing Systems,3.4,3,3.4,2,3.4,26,3.4,4
Infinite Resource Solutions,4.4,2,4.4,2,4.4,10,4.4,4
Infinity Consulting Solutions,3.4,4,3.4,2,3.4,22,3.4,7
Infoblox Inc.,4.3,5,4.3,2,4.3,24,4.3,7
"InfoMart, Inc.",2.8,2,2.8,2,2.8,34,2.8,4
Infomatics Corp,4.1,2,4.1,2,4.1,18,4.1,4
"Infomerica, Inc",4,4,4,2,4,25,4,7
InfoPeople,4.1,1,4.1,2,4.1,25,4.1,4
Informa,3.2,7,3.2,3,3.2,25,3.2,10
Informa Intelligence,3.8,5,3.8,3,3.8,25,3.8,9
Information Management Group,3.2,2,3.2,2,3.2,36,3.2,3
"Information Management Group, Inc.",3.2,2,3.2,2,3.2,36,3.2,3
Information Technology Partners,2.8,2,2.8,2,2.8,32,2.8,4
InfoSmart Technologies Inc,4.5,2,4.5,2,4.5,25,4.5,3
Infosys,3.1,7,3.1,3,3.1,42,3.1,12
Infosys Limited,3.1,7,3.1,3,3.1,42,3.1,12
Infotree Service Inc,3.7,2,3.7,2,3.7,19,3.7,2
InfoVision,4.4,5,4.4,2,4.4,28,4.4,7
"InfoVision, Inc.",4.4,5,4.4,2,4.4,28,4.4,7
Infowave Systems Inc,4.3,2,4.3,2,4.3,25,4.3,3
InGenesis,2.7,2,2.7,2,2.7,24,2.7,4
ingenium.agency,5,1,5,2,5,7,5,2
Ingredion,3.5,7,3.5,3,3.5,117,3.5,11
Inland Empire Health Plan,3.3,5,3.3,3,3.3,27,3.3,9
Inland Real Estate Group,2.6,5,2.6,2,2.6,56,2.6,7
InnovAccer,3.8,4,3.8,2,3.8,9,3.8,5
InnovaSystems International,3.8,3,3.8,2,3.8,26,3.8,5
"Innovative Development, LLC",3.8,2,3.8,2,3.8,31,3.8,4
InRhythm,4,2,4,2,4,21,4,5
Inseego,3.8,4,3.8,3,3.8,27,3.8,7
Inserso,3.7,3,3.7,2,3.7,29,3.7,4
"Insight Enterprises, Inc.",4,6,4,3,4,35,4,11
Insight Global,3.8,5,3.8,2,3.8,22,3.8,9
Insperity,4.2,5,4.2,3,4.2,37,4.2,10
Inspira Health Network,3.3,6,3.3,7,3.3,124,3.3,7
Institute of International Education,2.5,4,2.5,8,2.5,104,2.5,8
Insurance,3.5,7,3.5,2,3.5,120,3.5,11
Intecon,3.3,2,3.3,2,3.3,24,3.3,4
Integral Ad Science,3.5,4,3.5,2,3.5,14,3.5,7
Integrate,4.4,3,4.4,2,4.4,13,4.4,5
Integrated Resources,3.1,3,3.1,2,3.1,27,3.1,5
